Date;booking-luxury-b2b_reservations_kpi;booking-luxury-b2b_reservations_id;booking-luxury-b2b_trev_net;booking-luxury-b2b_trev_gross;booking-luxury-b2c_reservations_kpi;booking-luxury-b2c_reservations_id;booking-luxury-b2c_trev_net;booking-luxury-b2c_trev_gross;booking-rest-b2b_reservations_kpi;booking-rest-b2b_reservations_id;booking-rest-b2b_trev_net;booking-rest-b2b_trev_gross;booking-rest-b2c_reservations_kpi;booking-rest-b2c_reservations_id;booking-rest-b2c_trev_net;booking-rest-b2c_trev_gross;dir_web-luxury-b2b_reservations_kpi;dir_web-luxury-b2b_reservations_id;dir_web-luxury-b2b_trev_net;dir_web-luxury-b2b_trev_gross;dir_web-luxury-b2c_reservations_kpi;dir_web-luxury-b2c_reservations_id;dir_web-luxury-b2c_trev_net;dir_web-luxury-b2c_trev_gross;dir_web-rest-b2b_reservations_kpi;dir_web-rest-b2b_reservations_id;dir_web-rest-b2b_trev_net;dir_web-rest-b2b_trev_gross;dir_web-rest-b2c_reservations_kpi;dir_web-rest-b2c_reservations_id;dir_web-rest-b2c_trev_net;dir_web-rest-b2c_trev_gross;resto_otas-luxury-b2b_reservations_kpi;resto_otas-luxury-b2b_reservations_id;resto_otas-luxury-b2b_trev_net;resto_otas-luxury-b2b_trev_gross;resto_otas-luxury-b2c_reservations_kpi;resto_otas-luxury-b2c_reservations_id;resto_otas-luxury-b2c_trev_net;resto_otas-luxury-b2c_trev_gross;resto_otas-rest-b2b_reservations_kpi;resto_otas-rest-b2b_reservations_id;resto_otas-rest-b2b_trev_net;resto_otas-rest-b2b_trev_gross;resto_otas-rest-b2c_reservations_kpi;resto_otas-rest-b2c_reservations_id;resto_otas-rest-b2c_trev_net;resto_otas-rest-b2c_trev_gross
2022-01-10;;;;;21.0;21;7003.678880721;8078.155742525;2.0;2.0;249.488687;268.642893;4541.577777777778;4547;478325.330414436;566609.836755607;1.0;1.0;208.490568;208.490568;10.0;10;11584.833102707;11584.833102707;198.5;201;32142.855866967;32227.401326967;2387.866666666667;2391;339662.084047942;339673.523298942;;;;;7.0;7.0;2295.5453;2620.167098;86.0;86;12216.712952814;14283.509064607;826.0;826;80588.112362429;92553.409469041
2022-01-17;;;;;32.0;32;22508.193296123;26268.014593598;4.4;5.0;478.746555;478.746555;4523.602777777778;4535;528200.511777172;626141.303622689;0.5;1.0;800.761216;800.761216;11.0;11;11805.976861044;11805.976861044;241.26666666666665;250;55228.514027;55583.059497;2495.4761904761904;2501;424708.863009172;424849.630939172;2.0;2.0;450.243981;545.644082;11.0;11.0;8131.706444;8251.497642;99.0;99;9916.016170385;11368.929856385;790.75;792;83587.263962965;97002.092700939
2022-01-24;;;;;48.8;49;39064.087337555;45132.565536522;11.0;11.0;3697.361323907;3971.984903907;4353.25;4357;507236.237701475;600578.97330584;;;;;21.0;21;26090.305927333;26090.305927333;145.2;152;23137.945603698;23253.244463698;2523.9666666666667;2527;402635.672793055;402660.878986055;1.0;1.0;251.060658;297.113205;6.999999999999998;7.0;8002.932162;8911.148627;94.0;94;10631.089856825;12324.119475175;779.5;780;96736.12505443;111333.968614825
2022-01-31;;;;;45.0;45;22283.931829664;25947.101564068;4.999999999999999;5.0;671.9818799999999;742.5702600000001;4930.492424242424;4937;636238.550615345;755581.101479766;;;;;19.0;19;27724.033495999;27724.033495999;291.6384615384615;297;83922.981622869;85307.062464869;2834.4;2841;513905.33645263;513940.72448563;2.0;2.0;635.421053;739.904597;19.0;19.0;9150.888265;10428.369794;121.5;122;14404.22028076;16605.082744592;942.4325396825396;944;112618.487565023;130501.484759804
2022-02-07;1.0;1.0;567.952683;618.200389;80.66666666666666;81;39250.601987173;45610.595468106;9.999999999999996;10.0;2401.284292;2401.284292;5254.465873015873;5265;641752.529342993;760771.180571973;1.0;1.0;428.669225;428.669225;27.0;27;21703.620733756;21703.620733756;312.522533022533;320;70019.16663;70336.892986;3053.335294117647;3058;557220.210148302;557363.051838302;4.0;4.0;559.732762;618.688349;18.0;18.0;8876.533650437;10042.079880542;104.33333333333331;105;14185.389999531;16606.591183155;995.2444444444444;997;135815.827646915;156340.412410195
2022-02-14;;;;;75.0;75;40979.469119981;48173.99971901901;4.749999999999999;6.0;1247.170312023;1349.857576023;6169.2007936507935;6178;815430.442844593;968003.941399025;2.0;2.0;1080.050312;1080.050312;24.666666666666664;25;22175.761033778;22175.761033778;237.75;244;45376.415199517;45941.693412517;3436.02208994709;3444;656930.425722285;657029.971176285;;;;;16.0;16.0;8917.0595;10145.834067;136.0;136;16893.570143658;19597.686168939;1278.6666666666667;1279;174649.229831247;199986.080964958
2022-02-21;;;;;72.0;72;42826.526740965;48981.269400484;4.0;4.0;227.636508;245.514171;5897.887667887668;5908;756669.654590838;897478.661763856;2.0;2.0;1698.8715039999995;1698.8715039999995;27.33333333333333;28;36925.862604624;36925.862604624;365.159052059052;382;91299.773432537;92121.238815537;3305.638095238095;3314;572584.763665105;572792.500396105;2.0;2.0;842.0521;978.74824;13.0;13.0;12290.699724927;13827.540093487;137.0;137;17779.451021944;20469.927504034;1082.3333333333333;1083;161305.828566953;186437.221378176
2022-02-28;;;;;72.0;72;30920.364653686;36095.380127757;6.999999999999998;7.0;1311.365878;1412.735547;5793.897619047619;5798;793158.78830225;940466.822404583;47.99999999999999;48.0;49270.927765;49270.927765;27.666666666666664;28;33181.953224481;33181.953224481;342.5;348;52319.690280884;52700.766028884;3659.422222222222;3667;683741.010015264;683802.716951264;2.0;2.0;930.631151;1067.073395;17.0;17.0;8723.626857242001;9596.797121093;172.35714285714286;173;22328.985559217;25708.306830673;1180.6666666666667;1182;178304.452693973;203757.561435172
2022-03-07;;;;;56.66666666666666;58;33805.284638575;39808.82884856301;2.511111111111111;4.0;460.039384553;532.4893835529999;6023.383333333333;6030;861529.309148621;1022672.34903258;60.0;60.0;54755.306014;54755.306014;20.33333333333333;21;20136.870171;20136.870171;217.5;226;38962.41079;39283.555604;3525.375;3533;674907.70859359;675076.11507759;1.0;1.0;320.183486;320.183486;9.999999999999998;10.0;10438.024876974;11669.758881305;196.44444444444443;197;30456.965378;35575.406206;1169.2190476190476;1173;190733.445510221;217784.387083648
2022-03-14;;;;;54.0;54;25318.271958389;29775.570300818;10.733333333333333;13.0;1982.049853451;1992.563871451;6444.598412698412;6451;936708.650223232;1113210.66487578;42.99999999999999;43.0;46331.519576;46331.519576;34.0;34;38925.690169;38925.690169;264.0;269;50715.931876713;50869.819266713;3854.344444444445;3858;791482.713222679;791482.713222679;2.0;2.0;516.300367;603.6231419999999;8.0;8.0;4378.767328711;5047.872891317;158.0;159;19452.413331138;22607.434822634;1309.9166666666667;1314;213084.808110635;244278.260314505
2022-03-21;1.0;1.0;2277.423162;2550.708162;51.0;51;40693.120753944;47955.633689339;11.999999999999998;12.0;2119.787533;2340.647532;6385.721031746031;6391;990277.178568274;1177599.772878646;25.538461538461537;27.0;25043.689093;25043.689093;26.0;26;30106.650380309;30106.650380309;392.0;404;80755.444402648;81115.97645564801;3452.047619047619;3457;709296.733395549;709496.298748549;;;;;13.0;13.0;10222.398309;11832.175233;158.0;158;19190.814221;22077.819074;1367.6666666666667;1371;202950.450592925;233235.651388822
2022-03-28;2.0;2.0;1918.34776;2293.302753;58.0;58;30000.839633813;35144.708982783;7.1999999999999975;8.0;2722.454345;2969.208062;6929.187719298246;6935;1114390.263999541;1323211.498555365;1.0;1.0;699.2452880000001;699.2452880000001;19.0;19;20035.44479602;20035.44479602;332.5333333333333;346;63920.898204735;64396.979136735;3612.962626262626;3622;776680.930886851;776871.512353851;;;;;22.0;22.0;17440.546306193;19633.972948579;166.0;166;21621.115143;25012.390963;1392.587351778656;1397;207369.228230202;237181.522911848
2022-04-04;;;;;79.66666666666666;80;61004.598819432;71588.451668351;7.999999999999998;8.0;2042.714365;2084.911392;7019.095238095238;7033;1196010.357974029;1418188.078765415;3.0333333333333314;4.0;4687.106217;4687.106217;30.0;30;29007.303488145;29007.303488145;386.23333333333335;399;84085.852700206;84966.196671206;3678.0;3682;840343.635814494;840357.448897494;;;;;14.999999999999998;15.0;15100.161853529;16160.727247305;169.0;170;23905.193157616;27737.493234324;1515.05;1519;245180.584225438;280347.235165823
